  0.10000000000000001                1         100
         250         250         200
         141          76         192
         140          76         192
         140          76         191
         140          75         191
         140          74         191
         140          74         190
         140          73         190
         139          73         190
         139          73         189
         139          73         188
         138          73         188
         138          73         187
         138          74         187
         137          74         187
         137          74         186
         136          74         186
         136          74         187
         136          74         188
         135          74         188
         135          73         188
         135          72         188
         136          72         188
         136          71         188
         136          70         188
         136          70         189
         135          70         189
         135          69         189
         134          69         189
         134          69         190
         134          70         190
         134          70         189
         133          70         189
         133          70         190
         132          70         190
         132          71         190
         132          72         190
         132          73         190
         132          74         190
         132          74         189
         132          73         189
         133          73         189
         133          73         188
         133          74         188
         133          74         187
         132          74         187
         132          74         186
         132          75         186
         132          76         186
         132          76         187
         132          77         187
         132          77         188
         132          76         188
         132          75         188
         131          75         188
         131          75         187
         130          75         187
         130          75         186
         130          74         186
         129          74         186
         129          75         186
         129          75         187
         129          74         187
         130          74         187
         131          74         187
         131          73         187
         131          73         186
         130          73         186
         130          73         185
         130          74         185
         131          74         185
         132          74         185
         132          75         185
         132          76         185
         132          77         185
         132          77         186
         132          78         186
         133          78         186
         133          79         186
         133          79         185
         132          79         185
         132          80         185
         131          80         185
         130          80         185
         130          79         185
         130          79         184
         131          79         184
         131          79         183
         130          79         183
         130          78         183
         129          78         183
         129          77         183
         129          77         184
         129          77         185
         130          77         185
         131          77         185
         131          76         185
         131          76         184
         132          76         184
         133          76         184
         133          77         184
 nasold         354 nastes         354
 nosnap       30000 interval       25000 noequil          10
 IFINE=1 mean good. CHeck your IFINE=           1
