   0.0000000000000000                1         100
         250         250         200
         182         138          58
         181         138          58
         181         137          58
         181         137          57
         181         138          57
         180         138          57
         180         139          57
         180         139          56
         180         138          56
         181         138          56
         181         139          56
         181         140          56
         181         140          57
         181         140          58
         182         140          58
         182         141          58
         181         141          58
         181         141          59
         181         140          59
         180         140          59
         179         140          59
         179         141          59
         179         141          58
         178         141          58
         178         140          58
         178         140          57
         178         141          57
         179         141          57
         179         141          56
         179         142          56
         179         142          55
         179         143          55
         179         143          56
         179         143          57
         180         143          57
         180         142          57
         180         141          57
         180         141          56
         181         141          56
         181         142          56
         181         142          57
         181         143          57
         181         143          58
         182         143          58
         182         144          58
         182         144          59
         183         144          59
         183         143          59
         183         143          60
         184         143          60
         184         143          59
         184         144          59
         184         144          60
         184         145          60
         185         145          60
         185         145          59
         186         145          59
         187         145          59
         187         146          59
         187         146          58
         186         146          58
         186         145          58
         186         144          58
         186         143          58
         186         143          57
         186         143          56
         186         143          55
         186         142          55
         185         142          55
         185         143          55
         185         144          55
         185         145          55
         186         145          55
         186         145          54
         185         145          54
         184         145          54
         184         145          53
         184         145          52
         184         146          52
         184         146          51
         184         146          50
         185         146          50
         185         145          50
         185         144          50
         184         144          50
         183         144          50
         183         143          50
         184         143          50
         185         143          50
         185         143          51
         185         143          52
         185         144          52
         185         145          52
         186         145          52
         187         145          52
         188         145          52
         189         145          52
         190         145          52
         191         145          52
         191         146          52
 nasold         356 nastes         356
 nosnap       20000 interval       22500 noequil          10
 IFINE=1 mean good. CHeck your IFINE=           1
