  0.59999999999999998                1          25
         250         250         200
         191          30         168
         192          30         168
         192          31         168
         192          30         168
         192          30         167
         192          31         167
         192          31         168
         191          31         168
         191          32         168
         192          32         168
         192          32         169
         191          32         169
         191          31         169
         192          31         169
         192          30         169
         192          31         169
         193          31         169
         192          31         169
         192          31         168
         193          31         168
         192          31         168
         192          32         168
         192          32         167
         192          31         167
         192          31         168
 nasold          55 nastes          55
 nosnap       30000 interval       25000 noequil          10
 empty_sum           25
 IFINE=1 mean good. CHeck your IFINE=           1
