  0.29999999999999999                1          25
         250         250         200
          42         187         104
          43         187         104
          43         187         103
          42         187         103
          42         188         103
          42         189         103
          41         189         103
          41         188         103
          42         188         103
          42         187         103
          42         188         103
          42         188         104
          43         188         104
          42         188         104
          42         188         103
          42         189         103
          42         188         103
          42         189         103
          43         189         103
          43         190         103
          43         189         103
          43         189         104
          43         189         105
          42         189         105
          42         189         104
 nasold          70 nastes          70
 nosnap       30000 interval       25000 noequil          10
 empty_sum           25
 IFINE=1 mean good. CHeck your IFINE=           1
