  0.14999999999999999                1          25
         250         250         200
         227          84         163
         227          83         163
         227          83         162
         227          82         162
         227          82         161
         227          81         161
         227          82         161
         226          82         161
         226          82         162
         226          81         162
         226          82         162
         226          82         163
         227          82         163
         227          81         163
         227          82         163
         227          82         162
         228          82         162
         227          82         162
         227          81         162
         227          82         162
         227          82         161
         227          83         161
         226          83         161
         226          83         162
         225          83         162
 nasold          61 nastes          61
 nosnap       30000 interval       25000 noequil          10
 empty_sum           25
 IFINE=1 mean good. CHeck your IFINE=           1
