 #xavg   6.00078773     std   4.90860796    
  0.509599984       4.99750115E-03
  0.609600008       1.54922539E-02
  0.709599972       3.24837565E-02
  0.809599996       4.54772636E-02
  0.909600019       5.69715165E-02
   1.00960004       6.24687634E-02
   1.10959995       9.44527686E-02
   1.20959997      0.109445274    
   1.30960000      0.117941029    
   1.40960002      0.121439278    
   1.50960004      0.129935026    
   1.60960007      0.128435776    
   1.70960009      0.155422285    
   1.80960000      0.154422790    
   1.90960002      0.167416289    
   2.00959992      0.139930025    
   2.10960007      0.158920541    
   2.20959997      0.175412297    
   2.30959988      0.167916045    
   2.40960002      0.175412297    
   2.50960016      0.157921031    
   2.60960007      0.165917039    
   2.70959997      0.165417284    
   2.80960011      0.141929030    
   2.90960002      0.152423784    
   3.00960016      0.138430774    
   3.10960007      0.146926537    
   3.20959997      0.145427287    
   3.30960011      0.153423280    
   3.40960002      0.139930025    
   3.50960016      0.135432288    
   3.60960007      0.131934032    
   3.70959997      0.135932028    
   3.80960011      0.122438781    
   3.90960002      0.124937527    
   4.00960016      0.120439783    
   4.10960007      0.117941029    
   4.20959997       9.89505276E-02
   4.30959988      0.115442276    
   4.40959978       9.84507725E-02
   4.50959969      0.101449274    
   4.60960007      0.116941527    
   4.70959997      0.118940525    
   4.80959988      0.113943033    
   4.90959978       9.94502753E-02
   5.00959969       9.49525237E-02
   5.10960007       8.59570205E-02
   5.20959997       9.84507725E-02
   5.30959988       7.59620145E-02
   5.40959978       7.89605156E-02
   5.50959969       7.84607679E-02
   5.60960007       7.84607679E-02
   5.70959997       7.64617696E-02
   5.80959988       7.34632686E-02
   5.90959978       7.19640180E-02
   6.00959969       8.29585195E-02
   6.10960007       7.39630163E-02
   6.20959997       6.59670159E-02
   6.30959988       6.69665188E-02
   6.40959978       6.84657693E-02
   6.50959969       6.04697652E-02
   6.60960007       7.39630163E-02
   6.70959997       7.34632686E-02
   6.80959988       6.09695166E-02
   6.90959978       5.84707633E-02
   7.00959969       6.14692643E-02
   7.10960007       5.94702624E-02
   7.20959997       5.94702624E-02
   7.30959988       6.49675131E-02
   7.40959978       4.74762619E-02
   7.50959969       5.64717650E-02
   7.60960007       4.49775122E-02
   7.70959997       5.24737649E-02
   7.80959988       4.64767627E-02
   7.90959978       5.34732640E-02
   8.00959969       4.99750115E-02
   8.10960007       3.89805064E-02
   8.20960045       4.94752638E-02
   8.30959988       4.44777571E-02
   8.40960026       5.14742620E-02
   8.50960064       4.99750115E-02
   8.60960007       4.49775122E-02
   8.70960045       4.64767627E-02
   8.80960083       4.19790111E-02
   8.90960026       3.99800092E-02
   9.00960064       4.24787588E-02
   9.10960007       3.29835080E-02
   9.20960045       2.99850088E-02
   9.30960083       4.69765104E-02
   9.40960026       3.24837565E-02
   9.50960064       3.34832594E-02
   9.60960007       4.19790111E-02
   9.70960045       3.39830071E-02
   9.80960083       2.99850088E-02
   9.90960026       3.54822576E-02
   10.0096006       2.94852573E-02
   10.1096001       3.09845079E-02
   10.2096004       2.69865058E-02
   10.3096008       2.89855078E-02
   10.4096003       2.79860049E-02
   10.5096006       3.44827585E-02
   10.6096001       3.29835080E-02
   10.7096004       3.19840088E-02
   10.8096008       2.39880048E-02
   10.9096003       3.39830071E-02
   11.0096006       2.54872553E-02
   11.1096001       2.19890047E-02
   11.2096004       2.29885057E-02
   11.3096008       2.49875057E-02
   11.4096003       2.89855078E-02
   11.5096006       2.19890047E-02
   11.6096001       2.44877562E-02
   11.7096004       2.19890047E-02
   11.8096008       2.64867563E-02
   11.9096003       2.59870049E-02
   12.0096006       2.14892551E-02
   12.1096001       2.44877562E-02
   12.2096004       2.29885057E-02
   12.3096008       1.59920044E-02
   12.4096003       2.44877562E-02
   12.5096006       1.54922539E-02
   12.6096001       1.49925044E-02
   12.7096004       1.94902532E-02
   12.8096008       1.74912531E-02
   12.9096003       2.04897560E-02
   13.0096006       1.79910045E-02
   13.1096001       2.14892551E-02
   13.2096004       1.99900046E-02
   13.3096008       2.49875057E-02
   13.4096003       1.74912531E-02
   13.5096006       1.49925044E-02
   13.6096001       1.54922539E-02
   13.7096004       2.59870049E-02
   13.8096008       1.34932529E-02
   13.9096003       1.29935024E-02
   14.0096006       1.74912531E-02
   14.1096001       1.49925044E-02
   14.2096004       1.34932529E-02
   14.3096008       9.49525181E-03
   14.4096003       1.29935024E-02
   14.5096006       9.49525181E-03
   14.6096001       1.24937529E-02
   14.7096004       1.34932529E-02
   14.8096008       1.44927539E-02
   14.9096003       1.29935024E-02
   15.0096006       1.34932529E-02
   15.1096001       1.24937529E-02
   15.2096004       1.24937529E-02
   15.3096008       8.99550226E-03
   15.4096003       1.14942528E-02
   15.5096006       1.19940024E-02
   15.6096001       1.04947528E-02
   15.7096004       1.24937529E-02
   15.8096008       1.49925044E-02
   15.9096003       8.99550226E-03
   16.0095997       1.14942528E-02
   16.1096001       7.49625219E-03
   16.2096004       8.99550226E-03
   16.3096008       8.49575177E-03
   16.4095993       8.49575177E-03
   16.5095997       5.99700119E-03
   16.6096001       5.49725117E-03
   16.7096004       9.49525181E-03
   16.8095989       7.99600221E-03
   16.9095993       9.99500230E-03
   17.0095997       1.04947528E-02
   17.1096001       6.49675122E-03
   17.2096004       8.49575177E-03
   17.3095989       5.49725117E-03
   17.4095993       3.49825062E-03
   17.5095997       8.99550226E-03
   17.6096001       5.49725117E-03
   17.7096004       8.99550226E-03
   17.8095989       4.99750115E-03
   17.9095993       5.99700119E-03
   18.0095997       8.49575177E-03
   18.1096001       3.49825062E-03
   18.2096004       5.99700119E-03
   18.3095989       4.99750115E-03
   18.4095993       8.49575177E-03
   18.5095997       5.49725117E-03
   18.6096001       6.49675122E-03
   18.7096004       4.49775113E-03
   18.8095989       5.99700119E-03
   18.9095993       4.99750115E-03
   19.0095997       3.99800111E-03
   19.1096001       6.49675122E-03
   19.2096004       3.49825062E-03
   19.3095989       3.99800111E-03
   19.4095993       5.49725117E-03
   19.5095997       7.99600221E-03
   19.6096001       4.49775113E-03
   19.7096004       4.49775113E-03
   19.8095989       1.49925030E-03
   19.9095993       2.99850060E-03
   20.0095997       3.99800111E-03
   20.1096001       3.49825062E-03
   20.2096004       4.99750115E-03
   20.3095989       3.99800111E-03
   20.4095993       4.49775113E-03
   20.5095997       3.99800111E-03
   20.6096001       1.99900055E-03
   20.7096004       4.49775113E-03
   20.8095989       3.99800111E-03
   20.9095993       2.99850060E-03
   21.0095997       2.99850060E-03
   21.1096001       2.49875057E-03
   21.2096004       4.49775113E-03
   21.3095989       3.49825062E-03
   21.4095993       3.49825062E-03
   21.5095997       3.99800111E-03
   21.6096001       3.99800111E-03
   21.7096004       3.49825062E-03
   21.8095989       2.99850060E-03
   21.9095993       4.49775113E-03
   22.0095997       3.49825062E-03
   22.1096001       1.99900055E-03
   22.2096004       9.99500277E-04
   22.3095989       3.49825062E-03
   22.4095993       1.99900055E-03
   22.5095997       4.99750115E-03
   22.6096001       6.99650124E-03
   22.7096004       2.99850060E-03
   22.8095989       3.49825062E-03
   22.9095993       2.99850060E-03
   23.0095997       3.49825062E-03
   23.1096001       1.99900055E-03
   23.2096004       1.49925030E-03
   23.3095989       2.49875057E-03
   23.4095993       1.49925030E-03
   23.5095997       1.99900055E-03
   23.6096001       4.99750138E-04
   23.7096004       1.49925030E-03
   23.8095989       3.99800111E-03
   23.9095993       9.99500277E-04
   24.0095997       1.49925030E-03
   24.1096001       4.99750138E-04
   24.2096004       1.99900055E-03
   24.3095989       1.99900055E-03
   24.4095993       1.99900055E-03
