  0.50000000000000000                1          25
         250         250         200
         128         124          52
         129         124          52
         129         123          52
         129         122          52
         128         122          52
         127         122          52
         127         122          51
         128         122          51
         128         122          50
         128         123          50
         128         123          51
         128         124          51
         128         123          51
         128         123          52
         129         123          52
         129         123          51
         129         123          50
         129         122          50
         129         122          51
         128         122          51
         128         123          51
         127         123          51
         127         123          52
         127         124          52
         127         124          51
 nasold          53 nastes          53
 nosnap       30000 interval       25000 noequil          10
 empty_sum           25
 IFINE=1 mean good. CHeck your IFINE=           1
