  0.25000000000000000                1          25
         250         250         200
         162         128         138
         162         128         137
         163         128         137
         163         127         137
         163         127         138
         164         127         138
         164         128         138
         164         128         137
         164         129         137
         164         129         138
         164         129         139
         163         129         139
         163         128         139
         164         128         139
         164         128         138
         163         128         138
         164         128         138
         165         128         138
         165         127         138
         164         127         138
         164         127         139
         163         127         139
         163         127         138
         164         127         138
         163         127         138
 nasold          62 nastes          62
 nosnap       30000 interval       25000 noequil          10
 empty_sum           25
 IFINE=1 mean good. CHeck your IFINE=           1
