 -0.10000000000000001                1         150
         250         250         200
          44         122         167
          44         122         168
          44         123         168
          43         123         168
          43         123         167
          44         123         167
          44         123         166
          44         122         166
          44         122         165
          45         122         165
          45         123         165
          45         123         164
          46         123         164
          46         122         164
          46         122         163
          46         121         163
          47         121         163
          47         121         162
          47         122         162
          47         122         161
          47         121         161
          48         121         161
          48         122         161
          48         122         160
          48         122         159
          49         122         159
          49         121         159
          48         121         159
          48         121         160
          47         121         160
          47         120         160
          47         120         161
          48         120         161
          49         120         161
          49         120         160
          50         120         160
          51         120         160
          51         119         160
          51         119         159
          51         120         159
          51         120         158
          52         120         158
          53         120         158
          53         120         159
          53         120         160
          53         120         161
          54         120         161
          54         121         161
          55         121         161
          55         122         161
          54         122         161
          54         122         160
          54         121         160
          54         121         159
          54         122         159
          54         123         159
          55         123         159
          55         124         159
          56         124         159
          56         123         159
          56         123         160
          57         123         160
          57         122         160
          57         121         160
          57         121         159
          57         120         159
          57         119         159
          57         118         159
          58         118         159
          58         117         159
          58         117         158
          58         116         158
          58         115         158
          58         115         159
          58         114         159
          58         113         159
          58         113         158
          58         113         157
          58         112         157
          59         112         157
          60         112         157
          60         112         158
          60         113         158
          60         113         159
          60         114         159
          59         114         159
          59         115         159
          60         115         159
          60         115         158
          60         116         158
          60         116         157
          60         116         156
          60         116         155
          59         116         155
          59         115         155
          59         115         156
          60         115         156
          61         115         156
          61         115         155
          61         116         155
          62         116         155
          62         115         155
          62         114         155
          62         114         154
          62         114         153
          63         114         153
          63         113         153
          64         113         153
          65         113         153
          66         113         153
          66         113         152
          65         113         152
          64         113         152
          63         113         152
          62         113         152
          62         112         152
          62         111         152
          62         111         153
          62         112         153
          61         112         153
          60         112         153
          59         112         153
          59         111         153
          58         111         153
          57         111         153
          57         111         154
          57         110         154
          58         110         154
          58         110         153
          58         109         153
          59         109         153
          60         109         153
          60         108         153
          60         107         153
          59         107         153
          59         106         153
          60         106         153
          60         106         154
          60         107         154
          60         108         154
          60         109         154
          61         109         154
          61         109         153
          61         109         152
          61         110         152
          61         111         152
          60         111         152
          60         112         152
          60         112         151
          60         112         150
 nasold         534 nastes         534
 nosnap       30000 interval       25000 noequil          10
 IFINE=1 mean good. CHeck your IFINE=           1
