   5.0000000000000003E-002           1          25
         250         250         200
          21          42          67
          21          42          68
          20          42          68
          20          43          68
          20          44          68
          20          45          68
          20          46          68
          19          46          68
          19          46          67
          20          46          67
          20          45          67
          21          45          67
          20          45          67
          20          45          66
          20          46          66
          19          46          66
          19          45          66
          19          45          67
          19          45          66
          19          46          66
          19          46          67
          19          45          67
          19          44          67
          19          44          66
          19          45          66
 nasold          74 nastes          74
 nosnap       30000 interval       25000 noequil          10
 empty_sum           25
 IFINE=1 mean good. CHeck your IFINE=           1
