   0.0000000000000000                1         100
         250         250         200
         128         150         145
         128         150         146
         128         151         146
         127         151         146
         127         151         147
         128         151         147
         128         150         147
         129         150         147
         129         150         148
         128         150         148
         127         150         148
         127         150         147
         127         150         146
         127         149         146
         128         149         146
         129         149         146
         129         150         146
         129         151         146
         129         152         146
         129         153         146
         130         153         146
         131         153         146
         132         153         146
         133         153         146
         133         154         146
         134         154         146
         135         154         146
         136         154         146
         137         154         146
         137         153         146
         138         153         146
         138         152         146
         138         152         145
         139         152         145
         139         152         144
         140         152         144
         140         152         145
         141         152         145
         142         152         145
         143         152         145
         143         151         145
         143         151         146
         143         152         146
         142         152         146
         142         153         146
         143         153         146
         143         153         147
         143         153         148
         142         153         148
         142         153         147
         142         154         147
         143         154         147
         143         154         146
         144         154         146
         145         154         146
         145         154         145
         145         154         144
         146         154         144
         147         154         144
         147         153         144
         147         153         145
         146         153         145
         146         153         144
         146         152         144
         146         152         143
         146         153         143
         146         154         143
         146         155         143
         147         155         143
         147         156         143
         147         156         144
         147         157         144
         147         157         143
         148         157         143
         149         157         143
         149         158         143
         149         158         144
         149         159         144
         149         159         143
         148         159         143
         148         160         143
         148         160         142
         149         160         142
         149         160         143
         149         161         143
         149         161         142
         149         162         142
         148         162         142
         148         162         143
         148         161         143
         147         161         143
         147         161         142
         147         160         142
         147         160         141
         147         160         140
         147         161         140
         147         161         139
         147         161         138
         147         162         138
         147         163         138
 nasold         340 nastes         340
 nosnap       30000 interval       25000 noequil          10
 IFINE=1 mean good. CHeck your IFINE=           1
