  0.10000000000000001                1          25
         250         250         200
         113          27         136
         112          27         136
         112          27         135
         111          27         135
         112          27         135
         112          27         134
         112          28         134
         112          27         134
         112          26         134
         112          26         135
         112          26         134
         112          25         134
         111          25         134
         111          26         134
         112          26         134
         112          27         134
         112          27         133
         113          27         133
         113          27         134
         113          27         133
         114          27         133
         115          27         133
         115          28         133
         115          28         132
         114          28         132
 nasold          83 nastes          83
 nosnap       30000 interval       25000 noequil          10
 empty_sum           25
 IFINE=1 mean good. CHeck your IFINE=           1
