   0.0000000000000000                1          75
         250         250         200
         189          92         139
         188          92         139
         188          91         139
         187          91         139
         187          91         140
         187          92         140
         187          92         139
         187          93         139
         186          93         139
         186          93         138
         187          93         138
         187          94         138
         187          95         138
         186          95         138
         186          95         137
         185          95         137
         185          95         138
         185          96         138
         185          96         137
         185          97         137
         185          97         138
         185          98         138
         185          98         139
         184          98         139
         184          97         139
         183          97         139
         183          97         140
         182          97         140
         182          96         140
         182          96         141
         182          96         142
         182          97         142
         182          98         142
         182          98         143
         181          98         143
         181          97         143
         182          97         143
         183          97         143
         183          97         144
         183          97         145
         183          96         145
         183          96         144
         183          96         143
         183          96         142
         183          96         141
         183          95         141
         183          94         141
         182          94         141
         181          94         141
         180          94         141
         180          94         142
         179          94         142
         179          95         142
         179          95         141
         179          95         140
         179          94         140
         180          94         140
         180          93         140
         181          93         140
         182          93         140
         182          94         140
         183          94         140
         183          93         140
         183          92         140
         183          92         139
         182          92         139
         181          92         139
         181          92         140
         182          92         140
         182          92         141
         182          91         141
         181          91         141
         181          91         142
         180          91         142
         179          91         142
 nasold     -150494 nastes         262
 nosnap       20000 interval       10000 noequil          10
 IFINE=1 mean good. CHeck your IFINE=           1
