  0.40000000000000002                1          25
         250         250         200
         229         213          87
         229         212          87
         229         211          87
         228         211          87
         228         211          86
         228         212          86
         228         212          87
         228         212          86
         228         213          86
         229         213          86
         229         212          86
         229         212          85
         228         212          85
         228         212          86
         228         213          86
         228         212          86
         227         212          86
         227         213          86
         227         213          87
         228         213          87
         228         212          87
         228         213          87
         228         213          88
         228         212          88
         227         212          88
 nasold          60 nastes          60
 nosnap       30000 interval       25000 noequil          10
 empty_sum           25
 IFINE=1 mean good. CHeck your IFINE=           1
