  0.20000000000000001                1          25
         250         250         200
         249         180         193
         249         179         193
         249         180         193
         248         180         193
         248         180         192
         248         181         192
         248         181         193
         248         181         192
         247         181         192
         246         181         192
         246         181         191
         247         181         191
         248         181         191
         248         182         191
         247         182         191
         248         182         191
         248         182         190
         247         182         190
         246         182         190
         246         182         191
         246         182         192
         246         182         193
         247         182         193
         247         183         193
         247         182         193
 nasold          83 nastes          83
 nosnap       30000 interval       25000 noequil          10
 empty_sum           25
 IFINE=1 mean good. CHeck your IFINE=           1
