  0.69999999999999996                1          25
         250         250         200
         122         224           5
         122         225           5
         122         225           6
         121         225           6
         121         224           6
         121         224           5
         120         224           5
         120         225           5
         121         225           5
         121         225           6
         121         226           6
         121         225           6
         122         225           6
         122         226           6
         122         225           6
         122         226           6
         122         225           6
         122         225           7
         122         225           6
         122         226           6
         123         226           6
         123         225           6
         122         225           6
         122         224           6
         122         224           7
 nasold          58 nastes          58
 nosnap       30000 interval       25000 noequil          10
 empty_sum           25
 IFINE=1 mean good. CHeck your IFINE=           1
